tags: va::level-8
Alacrity,[uh-LAK-ri-tee],"Cheerful readiness, eagerness, or promptness in action or movement: ""The duty of the firefighter is to answer every alarm with alacrity.""<br>Synonyms of alacrity include quickness, liveliness, briskness, enthusiasm, animation, zeal (ZEEL), and celerity (suh-LER-i-tee)<br>According to Funk & Wagnalls Standard Handbook of Synonyms, Antonyms, and Prepositions (1947), alacrity denotes ""that cheerful and hearty willingness from which quickness and promptness naturally result; hence, a prompt response. Alacrity springs from some demand from without; eagerness is spontaneous, springing from within; eagerness to act may produce alacrity in responding to the call for action.""<br>Alacrity and celerity are close in meaning. Both suggest ""quickness in movement or action,"" says Webster's Ninth New Collegiate Dictionary (1993). Celerity ""implies speed in accomplishing work; alacrity stresses promptness in response to suggestion or command."" Because celerity emphasizes swiftness, you cross a busy street, complete a project, or run from danger with celerity. Because alacrity emphasizes eagerness, liveliness, or promptness, you meet a challenge, return a telephone message, or respond to a call for help with alacrity.<br><br>Cheerful readiness, eagerness, or promptness in action or movement: ""The duty of the firefighter is to answer every alarm with alacritv.""<br>Synonyms: quickness, liveliness, briskness, enthusiasm, animation, zeal, celerity (suhLER-i-tee).<br>N.B. This discussion distinguishes the words alacrity and celerity."
Obviate,[AHB-vee-AYT],"To prevent, make unnecessary, meet and dispose of, clear out of the way.<br>Obviate comes through the Latin verb obviare, to prevent, from the adjective obvius, in the way, the source also of the familiar English word obvious, which means literally ""lying in the way."" The verb to obviate suggests preventing a problem or difficulty from arising by anticipating it and taking effective measures to meet and dispose of it or clear it out of the way. You can obviate trivial objections by coming straight to the point. You can obviate a trial by settling out of court. The necessity of attending a meeting can be obviated by a timely phone call.<br><br>To prevent, make unnecessary, meet and dispose of, clear out of the way.<br>Etymology and related word: Latin obviare, to prevent, from obvius, in the way, the source also of obvious, which means literally ""lying in the way."""
Emolument,[i-MAHL-yuh-mint],"Wages, salary, payment received for work.<br>Synonyms of emolument include compensation, recompense (REK -um-PENTS), and remuneration, word 30 of Level 6.<br>Emolument comes from the Latin emolumentum, the fee a miller received for grinding grain, which comes in turn from the verb emolere, to grind out. By derivation, emolument means ""that which is ground out by one's exertion."" In the daily grind of the modern world, emolument has come to mean wages, pay, compensation for one's labor. Webster's New International Dictionary, second edition (1934), notes that emolument ""applies to whatever profits arise from office or employment, as ‘the emoluments of a profession.’""<br>Now that you know the meaning of emolument, and also the keywords perquisite from Level 3 and commensurate from Level 6, I presume that the next time you consider a new position you will make sure that the perquisites are attractive and that the emolument is commensurate with your experience and ability.<br><br>Wages, salary, payment received for work.<br>Synonyms: compensation, recompense, remuneration (Level 6, Word 30).<br>Etymology and usage: Latin emolumentum, the fee a miller received for grinding grain, from emolere, to grind out. By derivation, emolument means ""that which is ground out by one's exertion."" In the modern world, emolument has come to mean wages, pay, compensation for one's labor."
Intransigent,[in-TRAN-si-jent],"Uncompromising, refusing to come to an agreement, unwilling to modify one's position or give ground.<br>Synonyms of intransigent include irreconcilable, unyielding, diehard, hidebound, obstinate (word 34 of Level 1), resolute (REZ-uh-loot), tenacious (te-NAY-shus), recalcitrant (ri-KAL-suh-trint), intractable (in-TRAK-tuh-buul), refractory (word 42 of Level 6), and obdurate (AHB-d(y)uu-rit).<br>Antonyms include compromising, flexible, obliging, submissive, compliant, malleable (word 29 of Level 2), docile (word 28 of Level 7), tractable, deferential, acquiescent (AK-wee-ES-int), and complaisant (kum-PLAY-zint).<br>Intransigent combines the privative prefix in-, meaning ""not,"" with the Latin verb transigere, to come to a settlement, and means literally refusing to settle, unwilling to come to an agreement, uncompromising.<br>Resolute, tenacious, obstinate, intractable, refractory, obdurate, and intransigent suggest firmness or fixity in ascending intensity. The resolute person is firmly settled in opinion, resolved to pursue a course of action. Tenacious, which comes from the Latin tenere, to hold, suggests holding firmly; the tenacious person adheres persistently and sometimes doggedly to a belief or course of action. Obstinate implies stubborn adherence to an opinion or purpose and strong resistance to contrary influence or persuasion. Intractable means hard to lead or manage; the intractable person stubbornly resists direction. Refractory means stubborn and disobedient; a refractory person actively resists authority or control.<br>Obdurate means stubbornly hardhearted; the obdurate person cannot be moved by appeals to the emotions.<br>Our keyword, intransigent, combines the firmness of resolute, the persistence of tenacious, the stubborn resistance of obstinate, intractable, and refractory, and the hardheartedness of obdurate. The intransigent person takes an extreme position and will not compromise or back down under any circumstances.<br><br>Uncompromising, refusing to come to an agreement, unwilling to modify one's position or give ground.<br>Synonyms: unreconcilable, unyielding, diehard, hidebound, obstinate (Level 1, Word 34), resolute (Level 1, Word 26), tenacious, recalcitrant, intractable, refractory (Level 6, Word 42), obdurate.<br>Antonyms: compromising, flexible, obliging, submissive, compliant, malleable (Level<br>2, Word 29), docile (Level 7, Word 28), tractable, deferential, acquiescent, complaisant (kumPLAY-zint).<br>Etymology: Intransigent combines the privative prefix in-, meaning ""not,"" with the Latin verb transigere, to come to a settlement, and means literally refusing to settle, unwilling to come to an agreement, uncompromising.<br>N.B. This discussion distinguishes the words resolute, tenacious, obstinate, intractable, refractory, obdurate, and intransigent, which suggest firmness or fixity in ascending intensity."
Mordant,[MOR-dint or MORD-’nt],"Biting, cutting, keen, sarcastic, scathing.<br>Additional synonyms of mordant include incisive (in-SY-siv), caustic (KAW-stik), trenchant (TRENCH-int), virulent (VIR-(y)uh-lint), and acrimonious (AK-ri-MOH-nee-us).<br>When you think of mordant, think of gnashing teeth. Mordant comes from Old French and Latin words meaning to bite, cut into, nip, or sting. Today mordant is chiefly used of speech or writing that is biting or cutting in a bitterly sarcastic way. We speak of mordant satire, mordant wit, mordant criticism, or a mordant cross-examination.<br><br>Biting, cutting, keen, sarcastic, scathing.<br>Additional synonyms: incisive, caustic, trenchant, virulent, acrimonious.<br>Mnemonic device, etymology, and usage: When you think of mordant, think of gnashing teeth. Mordant comes from Old French and Latin words meaning to bite, cut into, nip, or sting. Today mordant is chiefly used of speech or writing that is biting or cutting in a bitterly sarcastic way (mordant satire, mordant wit, mordant criticism)."
Sagacious,[suh-GAY-shus],"Wise, shrewd, perceptive; showing sound judgment and keen insight, especially in practical matters.<br>Synonyms of sagacious include insightful, discerning, astute (word 3 of Level 4), judicious (word 16 of Level 5), percipient (pur-SIP-ee-int), sage (rhymes with page), sapient (SAY-pee-int), and perspicacious (PUR-spiKAY-shus).<br>Antonyms of sagacious include undiscriminating, undiscerning, simpleminded, witless, inane (i-NAYN), gullible, credulous (KREJ-uh-lus),  obtuse (uhb-T(Y)OOS), and addlepated (AD-’l-PAY-tid).<br>The corresponding noun is sagacity, wisdom, shrewdness, keen insight or discernment.<br>Sagacious comes from the Latin sagax, having keen senses, especially a keen sense of smell. In its early days in the language, sagacious was used of hunting dogs to mean quick in picking up a scent. That sense is long obsolete. By 1755, when Samuel Johnson published his famous dictionary, sagacious had come to mean, as Johnson puts it, ""quick of thought; acute in making discoveries."" To illustrate the expanded sense,<br>Johnson quotes the philosopher John Locke: ""Only sagacious heads light on these observations, and reduce them into general propositions."" Over the years since then, sagacious continued to acquire dignity, perhaps by association with the adjective sage, which means having or showing great wisdom. Today, says the third edition of The American Heritage Dictionary (1992), sagacious ""connotes prudence, circumspection, discernment, and farsightedness.""<br>That's a far cry from the hunting hounds of yore. Yet, as those words reveal, a faint odor of quick-sniffing canine instinct still clings to the word. In current usage, the sagacious person is no brooding scholar or musing philosopher but a shrewd, sharp-eyed, keen-witted person who displays instinctive wisdom, swift insight, and sound judgment regarding mundane or practical matters. Thus we do not speak of a sagacious treatise on the meaning of life, but rather of a sagacious comment on human nature, a shrewd lawyer who asks sagacious questions, or a business executive known for making sagacious decisions—in other words, wise and keenly perceptive decisions.<br><br>Wise, shrewd, perceptive; showing sound judgment and keen insight, especially in practical matters.<br>Synonyms: insightful, discerning, astute (Level 4, Word 3), judicious (Level 5, Word 16), percipient, sage, sapient, perspicacious.<br>Antonyms: undiscriminating, undiscerning, simpleminded, witless, inane, gullible, credulous, obtuse, addlepated.<br>Corresponding noun: sagacity, wisdom, shrewdness, keen insight or discernment.<br>Etymology: Latin sagax, having keen senses, especially a keen sense of smell.<br>Sagacious originally was used of hunting dogs to mean quick in picking up a scent."
Acerbic,[uh-SUR-bik],"Sour, bitter, and harsh in flavor, tone, or character.<br>Synonyms of acerbic include tart, caustic (KAW-stik), pungent (PUHN-jint), astringent (uh-STRIN-jint), acrid (AK-rid), and acidulous (uh-SIJ-(y)uh-lus).<br>The direct antonym of acerbic is sweet.<br>Acerbic comes from a Latin word meaning sour or bitter like unripe fruit. Acerbic may be used literally to mean sour or bitter tasting, as the lemon is an acerbic fruit. However, the word acidic probably is more often used in this literal sense, and acerbic usually is used figuratively to mean sour, bitter, and harsh in tone or character: An acerbic mood is a sour mood; acerbic words are bitter words; and someone who is acerbic has a harsh, unpleasant personality.<br><br>Sour, bitter, and harsh in flavor, tone, or character.<br>Synonyms: tart, caustic, pungent, astringent, acrid, acidulous.<br>Direct antonym: sweet.<br>Usage: Acerbic may be used literally to mean sour or bitter tasting (the lemon is an acerbic fruit). However, the word acidic probably is more often used in this literal sense, and acerbic usually is used figuratively to mean sour, bitter, and harsh in tone or character (an acerbic mood, acerbic words, are bitter words; an acerbic person)."
Variegated,[VAIR-ee-uh-GAY-tid],"In a broad sense, varied, diverse, showing variety of character or form; in a strict sense, spotted, streaked, or dappled; having marks or patches of different colors, as a variegated quilt, a variegated cat, or a variegated design.<br>The verb to variegate is now often used figuratively to mean to give variety to, diversify. The adjective variegated is also frequently used in this way to mean varied, diverse, or multifaceted, as variegated interests, a variegated selection, or variegated accomplishments.<br><br>In a broad sense, varied, diverse, showing variety of character or form; in a strict sense, spotted, streaked, or dappled; having marks or patches of different colors (a variegated quilt, variegated cat, variegated design).<br>N.B. The corresponding verb to variegate is now often used figuratively to mean to give variety to, diversify. The adjective variegated is, also frequently used in this way to mean varied, diverse, or multifaceted (variegated interests, a variegated selection, variegated accomplishments)."
Succor,"[SUHK-ur, like sucker]","To aid, help, relieve, give assistance to in time of need or difficulty, as to succor the wounded or succor the sick.<br>The noun succor means help, aid, relief, assistance in time of need or distress, as to give succor to the homeless on Thanksgiving.<br>Both the verb and the noun come from a Latin verb meaning ""to run to the aid of."" Although succor and the slang verb sucker have the same pronunciation, they are not related and are virtually opposite in meaning.<br><br>To aid, help, relieve, give assistance to in time of need or difficulty (to succor the wounded, succor the sick).<br>Corresponding noun: succor, help, aid, relief, assistance in time of need or distress (to give succor to the homeless).<br>N.B. Succor and sucker have the same pronunciation but are otherwise unrelated."
Importune,[IM-por-T(Y)OON],"To trouble or annoy with requests or demands, make urgent or persistent entreaties or solicitations.<br>To remember the meaning of the verb importune, think of some annoying person who interrupts your life at an inappropriate moment and urgently asks you to do something you don't want to do. Salespeople importune you on the telephone when you're not interested and have better things to do. Panhandlers importune you on the street to beg for a handout. Children are experts at importuning parents when they are preoccupied with work or some pressing domestic chore, like cooking or paying bills.<br>The corresponding adjective is importunate (im-POR-chuh-nit), troublesomely demanding, persistent in a vexatious way.<br>To trouble or annoy with requests or demands, make urgent or persistent entreaties or solicitations.<br>Corresponding adjective: importunate (im-POR-chuu-nit), troublesomely demanding, persistent in a vexatious way."
